numero,recinto
2027367,U.E. San Ignacio
2027351,U.E. San Ignacio
2027341,U.E. San Ignacio
2027361,U.E. San Ignacio
2027331,U.E. San Ignacio
2027327,U.E. San Ignacio
2027371,U.E. San Ignacio
2027337,U.E. San Ignacio
2027347,U.E. San Ignacio
2027321,U.E. San Ignacio
2027377,U.E. San Ignacio
2027357,U.E. San Ignacio
2018871,U.E. Gral. José de San Martin
2018891,U.E. Gral. José de San Martin
2018877,U.E. Gral. José de San Martin
2018917,U.E. Gral. José de San Martin
2018887,U.E. Gral. José de San Martin
2018907,U.E. Gral. José de San Martin
2018901,U.E. Gral. José de San Martin
2018911,U.E. Gral. José de San Martin
2018921,U.E. Gral. José de San Martin
2018897,U.E. Gral. José de San Martin
2018927,U.E. Gral. José de San Martin
2018881,U.E. Gral. José de San Martin
2075111,U. E. Simon Bolivar
2075117,U. E. Simon Bolivar
2020147,U.E. 24 de Junio A
2020111,U.E. 24 de Junio A
2020101,U.E. 24 de Junio A
2020097,U.E. 24 de Junio A
2020137,U.E. 24 de Junio A
2020117,U.E. 24 de Junio A
2020127,U.E. 24 de Junio A
2020131,U.E. 24 de Junio A
2020091,U.E. 24 de Junio A
2020107,U.E. 24 de Junio A
2020141,U.E. 24 de Junio A
2020121,U.E. 24 de Junio A
2011017,U. E. Marien Garten A
2010997,U. E. Marien Garten A
2011001,U. E. Marien Garten A
2011007,U. E. Marien Garten A
2010987,U. E. Marien Garten A
2010981,U. E. Marien Garten A
2011011,U. E. Marien Garten A
2010991,U. E. Marien Garten A
2011021,U. E. Marien Garten A
2011027,U. E. Marien Garten A
2089481,Esc. San Pedro
2089487,Esc. San Pedro
2042141,U. E. Fernando Nogales Castro Fe y Alegría
2042157,U. E. Fernando Nogales Castro Fe y Alegría
2042127,U. E. Fernando Nogales Castro Fe y Alegría
2042167,U. E. Fernando Nogales Castro Fe y Alegría
2042121,U. E. Fernando Nogales Castro Fe y Alegría
2042131,U. E. Fernando Nogales Castro Fe y Alegría
2042151,U. E. Fernando Nogales Castro Fe y Alegría
2042161,U. E. Fernando Nogales Castro Fe y Alegría
2042147,U. E. Fernando Nogales Castro Fe y Alegría
2042111,U. E. Fernando Nogales Castro Fe y Alegría
2042117,U. E. Fernando Nogales Castro Fe y Alegría
2042137,U. E. Fernando Nogales Castro Fe y Alegría
2064477,Col. Antofagasta
2064471,Col. Antofagasta
2012841,U.E. Natalia Palacios
2012847,U.E. Natalia Palacios
2012811,U.E. Natalia Palacios
2012817,U.E. Natalia Palacios
2012827,U.E. Natalia Palacios
2012821,U.E. Natalia Palacios
2012831,U.E. Natalia Palacios
2012837,U.E. Natalia Palacios
2012801,U.E. Natalia Palacios
2012807,U.E. Natalia Palacios
2063277,Escuela Chua Cocani
2063281,Escuela Chua Cocani
2063307,Escuela Chua Cocani
2063297,Escuela Chua Cocani
2063271,Escuela Chua Cocani
2063287,Escuela Chua Cocani
2063301,Escuela Chua Cocani
2063291,Escuela Chua Cocani
2015567,Complejo Deportivo Camiri
2015521,Complejo Deportivo Camiri
2015557,Complejo Deportivo Camiri
2015561,Complejo Deportivo Camiri
2015531,Complejo Deportivo Camiri
2015547,Complejo Deportivo Camiri
2015541,Complejo Deportivo Camiri
2015527,Complejo Deportivo Camiri
2015537,Complejo Deportivo Camiri
2015551,Complejo Deportivo Camiri
2063961,Esc. Pedro Domingo Murillo
2063967,Esc. Pedro Domingo Murillo
2069797,U. E. Nazario Pardo Valle
2069807,U. E. Nazario Pardo Valle
2069801,U. E. Nazario Pardo Valle
2069791,U. E. Nazario Pardo Valle
2069787,U. E. Nazario Pardo Valle
2069781,U. E. Nazario Pardo Valle
2087881,Esc. Tituza
2087887,Esc. Tituza
2078821,Colegio Inicua Alto
2078801,Colegio Inicua Alto
2078837,Colegio Inicua Alto
2078827,Colegio Inicua Alto
2078807,Colegio Inicua Alto
2078831,Colegio Inicua Alto
2078817,Colegio Inicua Alto
2078811,Colegio Inicua Alto
2074521,Escuela Sixilla Baja
2074527,Escuela Sixilla Baja
2074537,Escuela Sixilla Baja
2074531,Escuela Sixilla Baja
2016791,U.E. Simón Rodriguez Carreño
2016817,U.E. Simón Rodriguez Carreño
2016777,U.E. Simón Rodriguez Carreño
2016787,U.E. Simón Rodriguez Carreño
2016797,U.E. Simón Rodriguez Carreño
2016811,U.E. Simón Rodriguez Carreño
2016807,U.E. Simón Rodriguez Carreño
2016801,U.E. Simón Rodriguez Carreño
2016771,U.E. Simón Rodriguez Carreño
2016781,U.E. Simón Rodriguez Carreño
2064207,Esc. Achiri
2064237,Esc. Achiri
2064221,Esc. Achiri
2064231,Esc. Achiri
2064211,Esc. Achiri
2064197,Esc. Achiri
2064201,Esc. Achiri
2064217,Esc. Achiri
2064227,Esc. Achiri
2064191,Esc. Achiri
2076541,Escuela Central Uyuni
2076551,Escuela Central Uyuni
2076547,Escuela Central Uyuni
2076557,Escuela Central Uyuni
2044997,U.E. Carlos Palenque Avilés
2044987,U.E. Carlos Palenque Avilés
2044991,U.E. Carlos Palenque Avilés
2045027,U.E. Carlos Palenque Avilés
2045017,U.E. Carlos Palenque Avilés
2045021,U.E. Carlos Palenque Avilés
2045007,U.E. Carlos Palenque Avilés
2044981,U.E. Carlos Palenque Avilés
2045011,U.E. Carlos Palenque Avilés
2045001,U.E. Carlos Palenque Avilés
2064071,Esc. Central
2064077,Esc. Central
2064087,Esc. Central
2064081,Esc. Central
2058477,U.E. Católico Mercedes B
2058517,U.E. Católico Mercedes B
2058481,U.E. Católico Mercedes B
2058501,U.E. Católico Mercedes B
2058497,U.E. Católico Mercedes B
2058527,U.E. Católico Mercedes B
2058507,U.E. Católico Mercedes B
2058511,U.E. Católico Mercedes B
2058521,U.E. Católico Mercedes B
2058471,U.E. Católico Mercedes B
2058491,U.E. Católico Mercedes B
2058487,U.E. Católico Mercedes B
2045877,U.E. The Strongest
2045861,U.E. The Strongest
2045881,U.E. The Strongest
2045891,U.E. The Strongest
2045917,U.E. The Strongest
2045911,U.E. The Strongest
2045871,U.E. The Strongest
2045887,U.E. The Strongest
2045901,U.E. The Strongest
2045907,U.E. The Strongest
2045897,U.E. The Strongest
2045867,U.E. The Strongest
2049021,U.E. Rafael Mendoza Castellón B
2049027,U.E. Rafael Mendoza Castellón B
2049017,U.E. Rafael Mendoza Castellón B
2048997,U.E. Rafael Mendoza Castellón B
2049047,U.E. Rafael Mendoza Castellón B
2049007,U.E. Rafael Mendoza Castellón B
2049001,U.E. Rafael Mendoza Castellón B
2048991,U.E. Rafael Mendoza Castellón B
2049057,U.E. Rafael Mendoza Castellón B
2049051,U.E. Rafael Mendoza Castellón B
2049011,U.E. Rafael Mendoza Castellón B
2049031,U.E. Rafael Mendoza Castellón B
2049037,U.E. Rafael Mendoza Castellón B
2049041,U.E. Rafael Mendoza Castellón B
2044631,U.E. Villa Tunari
2044641,U.E. Villa Tunari
2044621,U.E. Villa Tunari
2044627,U.E. Villa Tunari
2044607,U.E. Villa Tunari
2044637,U.E. Villa Tunari
2044651,U.E. Villa Tunari
2044601,U.E. Villa Tunari
2044657,U.E. Villa Tunari
2044647,U.E. Villa Tunari
2044611,U.E. Villa Tunari
2044617,U.E. Villa Tunari
2023407,U. E. Los Pinos
2023417,U. E. Los Pinos
2023441,U. E. Los Pinos
2023411,U. E. Los Pinos
2023397,U. E. Los Pinos
2023401,U. E. Los Pinos
2023391,U. E. Los Pinos
2023427,U. E. Los Pinos
2023437,U. E. Los Pinos
2023447,U. E. Los Pinos
2023421,U. E. Los Pinos
2023431,U. E. Los Pinos
2079027,U.E. Agua Dulce
2079021,U.E. Agua Dulce
2028567,Sede Social de la Comunidad de Ananta
2028561,Sede Social de la Comunidad de Ananta
2081657,U.E. Sequeri
2081651,U.E. Sequeri
2058071,U.E. Tarapaca Junthuma B
2058061,U.E. Tarapaca Junthuma B
2058031,U.E. Tarapaca Junthuma B
2058067,U.E. Tarapaca Junthuma B
2058037,U.E. Tarapaca Junthuma B
2058041,U.E. Tarapaca Junthuma B
2058051,U.E. Tarapaca Junthuma B
2058081,U.E. Tarapaca Junthuma B
2058077,U.E. Tarapaca Junthuma B
2058087,U.E. Tarapaca Junthuma B
2058057,U.E. Tarapaca Junthuma B
2058047,U.E. Tarapaca Junthuma B
2068011,Escuela XVI De Julio
2067991,Escuela XVI De Julio
2068001,Escuela XVI De Julio
2068007,Escuela XVI De Julio
2068021,Escuela XVI De Julio
2068031,Escuela XVI De Julio
2068037,Escuela XVI De Julio
2068027,Escuela XVI De Julio
2068017,Escuela XVI De Julio
2067997,Escuela XVI De Julio
2063691,U. E. Kalaque
2063681,U. E. Kalaque
2063697,U. E. Kalaque
2063677,U. E. Kalaque
2063671,U. E. Kalaque
2063687,U. E. Kalaque
2005757,U.E. Faro Murillo
2005781,U.E. Faro Murillo
2005751,U.E. Faro Murillo
2005777,U.E. Faro Murillo
2005761,U.E. Faro Murillo
2005791,U.E. Faro Murillo
2005787,U.E. Faro Murillo
2005797,U.E. Faro Murillo
2005807,U.E. Faro Murillo
2005771,U.E. Faro Murillo
2005801,U.E. Faro Murillo
2005767,U.E. Faro Murillo
2035077,U.E. Simón Bolívar
2035047,U.E. Simón Bolívar
2035021,U.E. Simón Bolívar
2035057,U.E. Simón Bolívar
2035037,U.E. Simón Bolívar
2035027,U.E. Simón Bolívar
2035067,U.E. Simón Bolívar
2035031,U.E. Simón Bolívar
2035071,U.E. Simón Bolívar
2035061,U.E. Simón Bolívar
2035041,U.E. Simón Bolívar
2035051,U.E. Simón Bolívar
2024927,U.E. Santa Rosa De Lima B
2024901,U.E. Santa Rosa De Lima B
2024921,U.E. Santa Rosa De Lima B
2024957,U.E. Santa Rosa De Lima B
2024947,U.E. Santa Rosa De Lima B
2024917,U.E. Santa Rosa De Lima B
2024907,U.E. Santa Rosa De Lima B
2024967,U.E. Santa Rosa De Lima B
2024931,U.E. Santa Rosa De Lima B
2024937,U.E. Santa Rosa De Lima B
2024961,U.E. Santa Rosa De Lima B
2024941,U.E. Santa Rosa De Lima B
2024951,U.E. Santa Rosa De Lima B
2024911,U.E. Santa Rosa De Lima B
2085517,U.E. Cap. Luis Rivero Sanchez
2085527,U.E. Cap. Luis Rivero Sanchez
2085531,U.E. Cap. Luis Rivero Sanchez
2085547,U.E. Cap. Luis Rivero Sanchez
2085521,U.E. Cap. Luis Rivero Sanchez
2085541,U.E. Cap. Luis Rivero Sanchez
2085561,U.E. Cap. Luis Rivero Sanchez
2085537,U.E. Cap. Luis Rivero Sanchez
2085551,U.E. Cap. Luis Rivero Sanchez
2085557,U.E. Cap. Luis Rivero Sanchez
2085567,U.E. Cap. Luis Rivero Sanchez
2085511,U.E. Cap. Luis Rivero Sanchez
2016277,U.E. Irene Nava de Castillo B
2016261,U.E. Irene Nava de Castillo B
2016271,U.E. Irene Nava de Castillo B
2016287,U.E. Irene Nava de Castillo B
2016267,U.E. Irene Nava de Castillo B
2016227,U.E. Irene Nava de Castillo B
2016237,U.E. Irene Nava de Castillo B
2016251,U.E. Irene Nava de Castillo B
2016257,U.E. Irene Nava de Castillo B
2016247,U.E. Irene Nava de Castillo B
2016281,U.E. Irene Nava de Castillo B
2016241,U.E. Irene Nava de Castillo B
2016231,U.E. Irene Nava de Castillo B
2016221,U.E. Irene Nava de Castillo B
2085361,U.E. Yolosa
2085371,U.E. Yolosa
2085377,U.E. Yolosa
2085387,U.E. Yolosa
2085367,U.E. Yolosa
2085381,U.E. Yolosa
2023767,U.E. Franco Boliviano
2023801,U.E. Franco Boliviano
2023771,U.E. Franco Boliviano
2023817,U.E. Franco Boliviano
2023787,U.E. Franco Boliviano
2023807,U.E. Franco Boliviano
2023777,U.E. Franco Boliviano
2023811,U.E. Franco Boliviano
2023781,U.E. Franco Boliviano
2023791,U.E. Franco Boliviano
2023761,U.E. Franco Boliviano
2023797,U.E. Franco Boliviano
2064501,U.E. Simón Bolívar de Audiencia
2064507,U.E. Simón Bolívar de Audiencia
2064511,U.E. Simón Bolívar de Audiencia
2064517,U.E. Simón Bolívar de Audiencia
2071131,Esc. Centro Tilata
2071151,Esc. Centro Tilata
2071171,Esc. Centro Tilata
2071147,Esc. Centro Tilata
2071177,Esc. Centro Tilata
2071167,Esc. Centro Tilata
2071121,Esc. Centro Tilata
2071127,Esc. Centro Tilata
2071157,Esc. Centro Tilata
2071137,Esc. Centro Tilata
2071161,Esc. Centro Tilata
2071141,Esc. Centro Tilata
2033121,U.E. 9 de Julio
2033127,U.E. 9 de Julio
2067067,Col. Juan XXIII
2067057,Col. Juan XXIII
2067061,Col. Juan XXIII
2067051,Col. Juan XXIII
2067031,Col. Juan XXIII
2067037,Col. Juan XXIII
2067041,Col. Juan XXIII
2067021,Col. Juan XXIII
2067027,Col. Juan XXIII
2067047,Col. Juan XXIII
2016567,U. E. La Merced A
2016561,U. E. La Merced A
2016571,U. E. La Merced A
2016577,U. E. La Merced A
2085427,U.E. Villa Rosario
2085421,U.E. Villa Rosario
2078267,Escuela Puente Villa
2078297,Escuela Puente Villa
2078291,Escuela Puente Villa
2078281,Escuela Puente Villa
2078261,Escuela Puente Villa
2078271,Escuela Puente Villa
2078277,Escuela Puente Villa
2078287,Escuela Puente Villa
2062111,Escuela Apuraya
2062131,Escuela Apuraya
2062121,Escuela Apuraya
2062137,Escuela Apuraya
2062127,Escuela Apuraya
2062117,Escuela Apuraya
2062141,Escuela Apuraya
2062147,Escuela Apuraya
2060477,U. E. Bautista Saavedra
2060497,U. E. Bautista Saavedra
2060487,U. E. Bautista Saavedra
2060467,U. E. Bautista Saavedra
2060527,U. E. Bautista Saavedra
2060517,U. E. Bautista Saavedra
2060501,U. E. Bautista Saavedra
2060471,U. E. Bautista Saavedra
2060481,U. E. Bautista Saavedra
2060511,U. E. Bautista Saavedra
2060507,U. E. Bautista Saavedra
2060491,U. E. Bautista Saavedra
2060461,U. E. Bautista Saavedra
2060521,U. E. Bautista Saavedra
2060017,U. E. Bautista Saavedra
2060037,U. E. Bautista Saavedra
2060027,U. E. Bautista Saavedra
2059997,U. E. Bautista Saavedra
2059977,U. E. Bautista Saavedra
2060001,U. E. Bautista Saavedra
2059971,U. E. Bautista Saavedra
2060011,U. E. Bautista Saavedra
2060007,U. E. Bautista Saavedra
2059987,U. E. Bautista Saavedra
2059981,U. E. Bautista Saavedra
2059991,U. E. Bautista Saavedra
2060021,U. E. Bautista Saavedra
2060031,U. E. Bautista Saavedra
2014901,U.E. Adolfo Costa Du Rels
2014891,U.E. Adolfo Costa Du Rels
2014907,U.E. Adolfo Costa Du Rels
2014867,U.E. Adolfo Costa Du Rels
2014887,U.E. Adolfo Costa Du Rels
2014877,U.E. Adolfo Costa Du Rels
2014911,U.E. Adolfo Costa Du Rels
2014917,U.E. Adolfo Costa Du Rels
2014871,U.E. Adolfo Costa Du Rels
2014897,U.E. Adolfo Costa Du Rels
2014881,U.E. Adolfo Costa Du Rels
2014861,U.E. Adolfo Costa Du Rels
2030427,U.E. Héroes del Pacifico
2030457,U.E. Héroes del Pacifico
2030447,U.E. Héroes del Pacifico
2030407,U.E. Héroes del Pacifico
2030411,U.E. Héroes del Pacifico
2030421,U.E. Héroes del Pacifico
2030461,U.E. Héroes del Pacifico
2030437,U.E. Héroes del Pacifico
2030467,U.E. Héroes del Pacifico
2030441,U.E. Héroes del Pacifico
2030401,U.E. Héroes del Pacifico
2030417,U.E. Héroes del Pacifico
2030431,U.E. Héroes del Pacifico
2030451,U.E. Héroes del Pacifico
2074191,Col. Ovando Candia
2074171,Col. Ovando Candia
2074187,Col. Ovando Candia
2074181,Col. Ovando Candia
2074197,Col. Ovando Candia
2074177,Col. Ovando Candia
2056001,U.E. Tupac Amaru
2056017,U.E. Tupac Amaru
2056007,U.E. Tupac Amaru
2056047,U.E. Tupac Amaru
2056037,U.E. Tupac Amaru
2056067,U.E. Tupac Amaru
2056057,U.E. Tupac Amaru
2056021,U.E. Tupac Amaru
2056051,U.E. Tupac Amaru
2056027,U.E. Tupac Amaru
2056031,U.E. Tupac Amaru
2056061,U.E. Tupac Amaru
2056011,U.E. Tupac Amaru
2056041,U.E. Tupac Amaru
2036301,U. E. Cuerpo de Cristo Fe y Alegría
2036287,U. E. Cuerpo de Cristo Fe y Alegría
2036297,U. E. Cuerpo de Cristo Fe y Alegría
2036337,U. E. Cuerpo de Cristo Fe y Alegría
2036307,U. E. Cuerpo de Cristo Fe y Alegría
2036331,U. E. Cuerpo de Cristo Fe y Alegría
2036327,U. E. Cuerpo de Cristo Fe y Alegría
2036291,U. E. Cuerpo de Cristo Fe y Alegría
2036281,U. E. Cuerpo de Cristo Fe y Alegría
2036311,U. E. Cuerpo de Cristo Fe y Alegría
2036321,U. E. Cuerpo de Cristo Fe y Alegría
2036317,U. E. Cuerpo de Cristo Fe y Alegría
2084711,U.E. Tte. Cnel. Max Toledo
2084721,U.E. Tte. Cnel. Max Toledo
2084751,U.E. Tte. Cnel. Max Toledo
2084741,U.E. Tte. Cnel. Max Toledo
2084737,U.E. Tte. Cnel. Max Toledo
2084727,U.E. Tte. Cnel. Max Toledo
2084747,U.E. Tte. Cnel. Max Toledo
2084717,U.E. Tte. Cnel. Max Toledo
2084757,U.E. Tte. Cnel. Max Toledo
2084731,U.E. Tte. Cnel. Max Toledo
2083411,U.E. Juan José Torrez
2083401,U.E. Juan José Torrez
2083421,U.E. Juan José Torrez
2083417,U.E. Juan José Torrez
2083407,U.E. Juan José Torrez
2083427,U.E. Juan José Torrez
2003861,U.E. Cristo Rey San Luis Fe y Alegría
2003837,U.E. Cristo Rey San Luis Fe y Alegría
2003807,U.E. Cristo Rey San Luis Fe y Alegría
2003817,U.E. Cristo Rey San Luis Fe y Alegría
2003821,U.E. Cristo Rey San Luis Fe y Alegría
2003847,U.E. Cristo Rey San Luis Fe y Alegría
2003841,U.E. Cristo Rey San Luis Fe y Alegría
2003831,U.E. Cristo Rey San Luis Fe y Alegría
2003851,U.E. Cristo Rey San Luis Fe y Alegría
2003867,U.E. Cristo Rey San Luis Fe y Alegría
2003811,U.E. Cristo Rey San Luis Fe y Alegría
2003801,U.E. Cristo Rey San Luis Fe y Alegría
2003857,U.E. Cristo Rey San Luis Fe y Alegría
2003827,U.E. Cristo Rey San Luis Fe y Alegría
2084007,Esc. Roberto Pabon
2084001,Esc. Roberto Pabon
2083957,Esc. Roberto Pabon
2083951,Esc. Roberto Pabon
2083971,Esc. Roberto Pabon
2083981,Esc. Roberto Pabon
2083991,Esc. Roberto Pabon
2083967,Esc. Roberto Pabon
2083997,Esc. Roberto Pabon
2083987,Esc. Roberto Pabon
2083977,Esc. Roberto Pabon
2083961,Esc. Roberto Pabon
2038601,U.E. Néstor Paz Zamora
2038641,U.E. Néstor Paz Zamora
2038631,U.E. Néstor Paz Zamora
2038627,U.E. Néstor Paz Zamora
2038591,U.E. Néstor Paz Zamora
2038611,U.E. Néstor Paz Zamora
2038647,U.E. Néstor Paz Zamora
2038597,U.E. Néstor Paz Zamora
2038587,U.E. Néstor Paz Zamora
2038581,U.E. Néstor Paz Zamora
2038617,U.E. Néstor Paz Zamora
2038607,U.E. Néstor Paz Zamora
2038621,U.E. Néstor Paz Zamora
2038637,U.E. Néstor Paz Zamora
2089511,U.E. Suazo
2089521,U.E. Suazo
2089517,U.E. Suazo
2089501,U.E. Suazo
2089527,U.E. Suazo
2089507,U.E. Suazo
2064851,U.E. Mcal. Sucre
2064857,U.E. Mcal. Sucre
2064847,U.E. Mcal. Sucre
2064841,U.E. Mcal. Sucre
2087971,Unidad Educativa San Jose
2087977,Unidad Educativa San Jose
2086801,U. E. Chullina
2086807,U. E. Chullina
2086791,U. E. Chullina
2086797,U. E. Chullina
2054637,U. E. San Roque
2054611,U. E. San Roque
2054641,U. E. San Roque
2054647,U. E. San Roque
2054617,U. E. San Roque
2054621,U. E. San Roque
2054631,U. E. San Roque
2054627,U. E. San Roque
2054651,U. E. San Roque
2054657,U. E. San Roque
2054591,U. E. San Roque
2054597,U. E. San Roque
2054601,U. E. San Roque
2054607,U. E. San Roque
2084241,Esc. Taypillanga
2084257,Esc. Taypillanga
2084247,Esc. Taypillanga
2084251,Esc. Taypillanga
2037017,U.E. Amor de Dios
2037021,U.E. Amor de Dios
2037027,U.E. Amor de Dios
2037011,U.E. Amor de Dios
2006501,U.E. Daniel Sanchez Bustamante II
2006521,U.E. Daniel Sanchez Bustamante II
2006471,U.E. Daniel Sanchez Bustamante II
2006481,U.E. Daniel Sanchez Bustamante II
2006467,U.E. Daniel Sanchez Bustamante II
2006487,U.E. Daniel Sanchez Bustamante II
2006491,U.E. Daniel Sanchez Bustamante II
2006461,U.E. Daniel Sanchez Bustamante II
2006507,U.E. Daniel Sanchez Bustamante II
2006527,U.E. Daniel Sanchez Bustamante II
2006497,U.E. Daniel Sanchez Bustamante II
2006517,U.E. Daniel Sanchez Bustamante II
2006477,U.E. Daniel Sanchez Bustamante II
2006511,U.E. Daniel Sanchez Bustamante II
2070827,Esc. Centro Tilata
2070817,Esc. Centro Tilata
2070811,Esc. Centro Tilata
2070797,Esc. Centro Tilata
2070801,Esc. Centro Tilata
2070791,Esc. Centro Tilata
2070821,Esc. Centro Tilata
2070831,Esc. Centro Tilata
2070847,Esc. Centro Tilata
2070837,Esc. Centro Tilata
2070807,Esc. Centro Tilata
2070841,Esc. Centro Tilata
2083397,Unidad Educativa Franz Tamayo
2083371,Unidad Educativa Franz Tamayo
2083391,Unidad Educativa Franz Tamayo
2083377,Unidad Educativa Franz Tamayo
2083387,Unidad Educativa Franz Tamayo
2083381,Unidad Educativa Franz Tamayo
2073477,Col. Batallon Colorados
2073497,Col. Batallon Colorados
2073501,Col. Batallon Colorados
2073511,Col. Batallon Colorados
2073471,Col. Batallon Colorados
2073487,Col. Batallon Colorados
2073481,Col. Batallon Colorados
2073517,Col. Batallon Colorados
2073491,Col. Batallon Colorados
2073507,Col. Batallon Colorados
2039047,U.E. Luis Espinal Camps Aeropuerto
2039057,U.E. Luis Espinal Camps Aeropuerto
2039031,U.E. Luis Espinal Camps Aeropuerto
2039037,U.E. Luis Espinal Camps Aeropuerto
2039041,U.E. Luis Espinal Camps Aeropuerto
2039051,U.E. Luis Espinal Camps Aeropuerto
2039021,U.E. Luis Espinal Camps Aeropuerto
2039027,U.E. Luis Espinal Camps Aeropuerto
2039017,U.E. Luis Espinal Camps Aeropuerto
2039011,U.E. Luis Espinal Camps Aeropuerto
2062977,Colegio Macamaca
2062997,Colegio Macamaca
2062981,Colegio Macamaca
2063001,Colegio Macamaca
2062971,Colegio Macamaca
2063007,Colegio Macamaca
2062991,Colegio Macamaca
2062987,Colegio Macamaca
2041487,U.E. 7 de Septiembre
2041481,U.E. 7 de Septiembre
2059641,U.E. San Martín de Porres
2059657,U.E. San Martín de Porres
2059651,U.E. San Martín de Porres
2059677,U.E. San Martín de Porres
2059667,U.E. San Martín de Porres
2059671,U.E. San Martín de Porres
2059687,U.E. San Martín de Porres
2059661,U.E. San Martín de Porres
2059697,U.E. San Martín de Porres
2059691,U.E. San Martín de Porres
2059701,U.E. San Martín de Porres
2059681,U.E. San Martín de Porres
2059707,U.E. San Martín de Porres
2059647,U.E. San Martín de Porres
2039341,U.E. San Luis
2039361,U.E. San Luis
2039371,U.E. San Luis
2039377,U.E. San Luis
2039387,U.E. San Luis
2039381,U.E. San Luis
2039351,U.E. San Luis
2039391,U.E. San Luis
2039397,U.E. San Luis
2039357,U.E. San Luis
2039347,U.E. San Luis
2039367,U.E. San Luis
2086647,U.E. Gral. Ramon Gonzales
2086641,U.E. Gral. Ramon Gonzales
2034551,U.E. Villa Victoria A
2034531,U.E. Villa Victoria A
2034547,U.E. Villa Victoria A
2034541,U.E. Villa Victoria A
2034527,U.E. Villa Victoria A
2034557,U.E. Villa Victoria A
2034521,U.E. Villa Victoria A
2034537,U.E. Villa Victoria A
2033501,U.E. Republica de Francia
2033451,U.E. Republica de Francia
2033491,U.E. Republica de Francia
2033517,U.E. Republica de Francia
2033467,U.E. Republica de Francia
2033487,U.E. Republica de Francia
2033497,U.E. Republica de Francia
2033507,U.E. Republica de Francia
2033461,U.E. Republica de Francia
2033511,U.E. Republica de Francia
2033457,U.E. Republica de Francia
2033481,U.E. Republica de Francia
2033477,U.E. Republica de Francia
2033471,U.E. Republica de Francia
2037451,U. E. Juan Pablo II B
2037457,U. E. Juan Pablo II B
2037467,U. E. Juan Pablo II B
2037477,U. E. Juan Pablo II B
2037471,U. E. Juan Pablo II B
2037481,U. E. Juan Pablo II B
2037487,U. E. Juan Pablo II B
2037497,U. E. Juan Pablo II B
2037491,U. E. Juan Pablo II B
2037461,U. E. Juan Pablo II B
2037447,U. E. Juan Pablo II B
2037441,U. E. Juan Pablo II B
2065527,Esc. Tuntunani
2065521,Esc. Tuntunani
2010227,U. E. Abraham Reyes Fe y Alegría
2010201,U. E. Abraham Reyes Fe y Alegría
2010207,U. E. Abraham Reyes Fe y Alegría
2010177,U. E. Abraham Reyes Fe y Alegría
2010211,U. E. Abraham Reyes Fe y Alegría
2010221,U. E. Abraham Reyes Fe y Alegría
2010171,U. E. Abraham Reyes Fe y Alegría
2010191,U. E. Abraham Reyes Fe y Alegría
2010181,U. E. Abraham Reyes Fe y Alegría
2010197,U. E. Abraham Reyes Fe y Alegría
2010217,U. E. Abraham Reyes Fe y Alegría
2010187,U. E. Abraham Reyes Fe y Alegría
2085181,U.E. Franz Tamayo
2085191,U.E. Franz Tamayo
2085201,U.E. Franz Tamayo
2085207,U.E. Franz Tamayo
2085217,U.E. Franz Tamayo
2085197,U.E. Franz Tamayo
2085211,U.E. Franz Tamayo
2085187,U.E. Franz Tamayo
2049187,U.E. Rafael Mendoza Castellón B
2049157,U.E. Rafael Mendoza Castellón B
2049167,U.E. Rafael Mendoza Castellón B
2049171,U.E. Rafael Mendoza Castellón B
2049131,U.E. Rafael Mendoza Castellón B
2049161,U.E. Rafael Mendoza Castellón B
2049137,U.E. Rafael Mendoza Castellón B
2049151,U.E. Rafael Mendoza Castellón B
2049141,U.E. Rafael Mendoza Castellón B
2049147,U.E. Rafael Mendoza Castellón B
2049181,U.E. Rafael Mendoza Castellón B
2049177,U.E. Rafael Mendoza Castellón B
2049097,U.E. Rafael Mendoza Castellón B
2049101,U.E. Rafael Mendoza Castellón B
2049087,U.E. Rafael Mendoza Castellón B
2049117,U.E. Rafael Mendoza Castellón B
2049081,U.E. Rafael Mendoza Castellón B
2049061,U.E. Rafael Mendoza Castellón B
2049111,U.E. Rafael Mendoza Castellón B
2049071,U.E. Rafael Mendoza Castellón B
2049091,U.E. Rafael Mendoza Castellón B
2049127,U.E. Rafael Mendoza Castellón B
2049107,U.E. Rafael Mendoza Castellón B
2049067,U.E. Rafael Mendoza Castellón B
2049077,U.E. Rafael Mendoza Castellón B
2049121,U.E. Rafael Mendoza Castellón B
2080357,Escuela Antofagasta
2080381,Escuela Antofagasta
2080391,Escuela Antofagasta
2080367,Escuela Antofagasta
2080371,Escuela Antofagasta
2080387,Escuela Antofagasta
2080397,Escuela Antofagasta
2080377,Escuela Antofagasta
2080351,Escuela Antofagasta
2080361,Escuela Antofagasta
2074577,Unidad Educativa Sapahaqui
2074607,Unidad Educativa Sapahaqui
2074601,Unidad Educativa Sapahaqui
2074571,Unidad Educativa Sapahaqui
2074581,Unidad Educativa Sapahaqui
2074597,Unidad Educativa Sapahaqui
2074587,Unidad Educativa Sapahaqui
2074591,Unidad Educativa Sapahaqui
2051057,U.E. San José Fe y Alegría
2051051,U.E. San José Fe y Alegría
2051021,U.E. San José Fe y Alegría
2051047,U.E. San José Fe y Alegría
2051077,U.E. San José Fe y Alegría
2051037,U.E. San José Fe y Alegría
2051067,U.E. San José Fe y Alegría
2051041,U.E. San José Fe y Alegría
